program,gender,watIam,first_name,last_name,email,id,team number,group
CHE,M,pjanse,Phillie,Janse,pjanse@edu.uwaterloo.ca,47458136,,10
CHE,M,rdudney,Ruperta,Dudney,rdudney@edu.uwaterloo.ca,60399691,,11
CHE,M,rhollia,Rafi,Holliar,rhollia@edu.uwaterloo.ca,48903518,,13
CHE,M,rkesley,Reagen,Kesley,rkesley@edu.uwaterloo.ca,50984954,,15
CHE,M,rlessma,Rabbi,Lessmare,rlessma@edu.uwaterloo.ca,12889963,,17
CHE,M,rrasell,Rutter,Rasell,rrasell@edu.uwaterloo.ca,95021774,,18
CHE,M,smolian,Sabine,Molian,smolian@edu.uwaterloo.ca,34333581,,1
CHE,M,solpin,Syd,Olpin,solpin@edu.uwaterloo.ca,95958245,,2
CHE,M,spavelk,Susann,Pavelka,spavelk@edu.uwaterloo.ca,22081692,,3
CHE,M,ssenett,Salem,Senett,ssenett@edu.uwaterloo.ca,13746398,,4
CHE,M,tbunnin,Toinette,Bunning,tbunnin@edu.uwaterloo.ca,65100814,,5
CHE,M,tforte,Torey,Forte,tforte@edu.uwaterloo.ca,35760990,,6
CHE,M,tmahadd,Temp,Mahaddie,tmahadd@edu.uwaterloo.ca,67422039,,7
CHE,M,to'leah,Tasha,O'Leahy,to'leah@edu.uwaterloo.ca,61267444,,9
CHE,M,utregus,Urbano,Tregust,utregus@edu.uwaterloo.ca,51177368,,10
CHE,M,vhapper,Victor,Happert,vhapper@edu.uwaterloo.ca,39791385,,11
CHE,M,vwhatmo,Vivyan,Whatmough,vwhatmo@edu.uwaterloo.ca,25561917,,13
CHE,M,whaseld,Wilmar,Haselden,whaseld@edu.uwaterloo.ca,92460642,,15
CIVE/GEO/ENV,F,abangha,Alick,Bangham,abangha@edu.uwaterloo.ca,51424993,,1
CIVE/GEO/ENV,F,ade bis,Allix,De Bischop,ade bis@edu.uwaterloo.ca,47902803,,2
CIVE/GEO/ENV,F,agriffi,Arlee,Griffin,agriffi@edu.uwaterloo.ca,64410850,,3
CIVE/GEO/ENV,F,amattsc,Angelico,Mattschas,amattsc@edu.uwaterloo.ca,14711313,,4
CIVE/GEO/ENV,F,amcelha,Arri,McElhargy,amcelha@edu.uwaterloo.ca,10852236,,6
CIVE/GEO/ENV,F,araylto,Avril,Raylton,araylto@edu.uwaterloo.ca,29726578,,7
CIVE/GEO/ENV,F,bdowthw,Byron,Dowthwaite,bdowthw@edu.uwaterloo.ca,84119477,,8
CIVE/GEO/ENV,F,bfarrei,Bret,Farreil,bfarrei@edu.uwaterloo.ca,10073069,,11
CIVE/GEO/ENV,F,bfuchs,Babette,Fuchs,bfuchs@edu.uwaterloo.ca,63820882,,12
CIVE/GEO/ENV,F,bwannop,Billie,Wannop,bwannop@edu.uwaterloo.ca,43585731,,13
CIVE/GEO/ENV,F,caterid,Corinna,Ateridge,caterid@edu.uwaterloo.ca,63307717,,14
CIVE/GEO/ENV,F,cbraizi,Corbet,Braizier,cbraizi@edu.uwaterloo.ca,49346535,,15
CIVE/GEO/ENV,F,cletts,Carlie,Letts,cletts@edu.uwaterloo.ca,97932854,,16
CIVE/GEO/ENV,F,cniset,Cristie,Niset,cniset@edu.uwaterloo.ca,29567484,,17
CIVE/GEO/ENV,F,cwildey,Cristal,Wildey,cwildey@edu.uwaterloo.ca,61221762,,1
CIVE/GEO/ENV,F,dfancut,Dwayne,Fancutt,dfancut@edu.uwaterloo.ca,32067053,,2
CIVE/GEO/ENV,F,dledwid,Davon,Ledwidge,dledwid@edu.uwaterloo.ca,41149694,,3
CIVE/GEO/ENV,F,eassite,Eran,Assiter,eassite@edu.uwaterloo.ca,93079236,,4
CIVE/GEO/ENV,F,eblyth,Ernestine,Blyth,eblyth@edu.uwaterloo.ca,11926997,,6
CIVE/GEO/ENV,F,eglinde,Esdras,Glinde,eglinde@edu.uwaterloo.ca,22850280,,7
CIVE/GEO/ENV,F,emacbea,Eadmund,MacBean,emacbea@edu.uwaterloo.ca,14787124,,8
CIVE/GEO/ENV,F,epyatt,Ernest,Pyatt,epyatt@edu.uwaterloo.ca,91363813,,11
CIVE/GEO/ENV,F,fmissen,Foster,Missenden,fmissen@edu.uwaterloo.ca,27246220,,12
CIVE/GEO/ENV,F,fwolsel,Freddy,Wolseley,fwolsel@edu.uwaterloo.ca,41415109,,13
CIVE/GEO/ENV,F,gkellin,Gina,Kellington,gkellin@edu.uwaterloo.ca,66141969,,14
CIVE/GEO/ENV,F,gledbet,Giusto,Ledbetter,gledbet@edu.uwaterloo.ca,90142300,,15
CIVE/GEO/ENV,F,gnarduc,Gayler,Narducci,gnarduc@edu.uwaterloo.ca,22302542,,16
CIVE/GEO/ENV,F,groglie,Guillermo,Rogliero,groglie@edu.uwaterloo.ca,31556182,,17
CIVE/GEO/ENV,F,gsouthc,Giordano,Southcomb,gsouthc@edu.uwaterloo.ca,95114619,,1
CIVE/GEO/ENV,F,hbracke,Harriett,Brackenbury,hbracke@edu.uwaterloo.ca,48192266,,2
CIVE/GEO/ENV,F,hendric,Harmonia,Endricci,hendric@edu.uwaterloo.ca,55734721,,3
CIVE/GEO/ENV,F,hludl,Hayyim,Ludl,hludl@edu.uwaterloo.ca,58083868,,4
CIVE/GEO/ENV,F,ihartfo,Isa,Hartford,ihartfo@edu.uwaterloo.ca,30286379,,6
CIVE/GEO/ENV,F,ihegg,Ingemar,Hegg,ihegg@edu.uwaterloo.ca,69759263,,7
CIVE/GEO/ENV,F,ioertze,Ive,Oertzen,ioertze@edu.uwaterloo.ca,86339279,,8
CIVE/GEO/ENV,F,jcapron,Joyann,Capron,jcapron@edu.uwaterloo.ca,74042708,,11
CIVE/GEO/ENV,F,jcruick,Jacenta,Cruickshanks,jcruick@edu.uwaterloo.ca,97479824,,12
CIVE/GEO/ENV,F,jdurnin,Joe,Durnin,jdurnin@edu.uwaterloo.ca,71900374,,13
CIVE/GEO/ENV,F,jgrimdi,Joshuah,Grimditch,jgrimdi@edu.uwaterloo.ca,60439968,,14
CIVE/GEO/ENV,F,jhiley,Jarrad,Hiley,jhiley@edu.uwaterloo.ca,68638289,,15
CIVE/GEO/ENV,F,kadamse,Karim,Adamsen,kadamse@edu.uwaterloo.ca,31468269,,16
CIVE/GEO/ENV,F,kredan,Kevin,Redan,kredan@edu.uwaterloo.ca,62710868,,17
CIVE/GEO/ENV,F,kspillm,Karin,Spillman,kspillm@edu.uwaterloo.ca,88308775,,1
CIVE/GEO/ENV,F,lagiolf,Laurie,Agiolfinger,lagiolf@edu.uwaterloo.ca,83074081,,2
CIVE/GEO/ENV,F,lbootto,Leeland,Bootton,lbootto@edu.uwaterloo.ca,10602840,,3
CIVE/GEO/ENV,F,lbucktr,Latrena,Bucktrout,lbucktr@edu.uwaterloo.ca,42599198,,4
CIVE/GEO/ENV,F,lhorley,Lenora,Horley,lhorley@edu.uwaterloo.ca,10769165,,6
CIVE/GEO/ENV,F,llabbey,Llewellyn,Labbey,llabbey@edu.uwaterloo.ca,35623476,,7
CIVE/GEO/ENV,F,lmarder,Lynnea,Marder,lmarder@edu.uwaterloo.ca,74901818,,8
CIVE/GEO/ENV,F,lmother,Louisette,Mothersole,lmother@edu.uwaterloo.ca,16323219,,11
CIVE/GEO/ENV,F,lpashle,Leif,Pashley,lpashle@edu.uwaterloo.ca,33413838,,12
CIVE/GEO/ENV,F,lsiggin,Legra,Siggin,lsiggin@edu.uwaterloo.ca,77046315,,13
CIVE/GEO/ENV,F,lsilber,Lynnelle,Silbermann,lsilber@edu.uwaterloo.ca,91341709,,14
CIVE/GEO/ENV,F,mdearsl,Merissa,Dearsley,mdearsl@edu.uwaterloo.ca,56455565,,15
CIVE/GEO/ENV,F,meisiko,Milt,Eisikowitz,meisiko@edu.uwaterloo.ca,20258666,,16
CIVE/GEO/ENV,F,mgebby,Mack,Gebby,mgebby@edu.uwaterloo.ca,71203626,,17
CIVE/GEO/ENV,F,mpackwo,Micky,Packwood,mpackwo@edu.uwaterloo.ca,81509720,,1
CIVE/GEO/ENV,F,mrembra,Mendie,Rembrant,mrembra@edu.uwaterloo.ca,55476056,,2
CIVE/GEO/ENV,F,mterran,Michel,Terran,mterran@edu.uwaterloo.ca,61848669,,3
CIVE/GEO/ENV,F,mwoolat,Millard,Woolatt,mwoolat@edu.uwaterloo.ca,15221178,,4
CIVE/GEO/ENV,F,nelsie,Nelia,Elsie,nelsie@edu.uwaterloo.ca,11661730,,6
CIVE/GEO/ENV,F,obrownr,Otes,Brownrigg,obrownr@edu.uwaterloo.ca,21700403,,7
CIVE/GEO/ENV,F,ofripp,Odo,Fripp,ofripp@edu.uwaterloo.ca,17569358,,8
CIVE/GEO/ENV,F,pcarnow,Prentice,Carnow,pcarnow@edu.uwaterloo.ca,28544051,,11
CIVE/GEO/ENV,F,rbeever,Roderick,Beever,rbeever@edu.uwaterloo.ca,45072932,,12
CIVE/GEO/ENV,F,rmityas,Rosamund,Mityashin,rmityas@edu.uwaterloo.ca,27869986,,13
CIVE/GEO/ENV,F,rtremay,Ryon,Tremayne,rtremay@edu.uwaterloo.ca,51291646,,14
CIVE/GEO/ENV,F,sde goe,Swen,De Goey,sde goe@edu.uwaterloo.ca,97360986,,15
CIVE/GEO/ENV,F,seddowi,Spenser,Eddowis,seddowi@edu.uwaterloo.ca,33066218,,16
CIVE/GEO/ENV,F,sengelb,Silvain,Engelbrecht,sengelb@edu.uwaterloo.ca,28560011,,17
CIVE/GEO/ENV,F,sibbiso,Simmonds,Ibbison,sibbiso@edu.uwaterloo.ca,32050108,,1
CIVE/GEO/ENV,F,sklimke,Sergei,Klimke,sklimke@edu.uwaterloo.ca,43809183,,2
CIVE/GEO/ENV,F,smatyja,Simonette,Matyja,smatyja@edu.uwaterloo.ca,55977730,,3
CIVE/GEO/ENV,F,smyott,Sibylla,Myott,smyott@edu.uwaterloo.ca,59941459,,4
CIVE/GEO/ENV,F,soxbury,Stacie,Oxbury,soxbury@edu.uwaterloo.ca,85121434,,6
CIVE/GEO/ENV,F,spahl,Sharia,Pahl,spahl@edu.uwaterloo.ca,36088204,,7
CIVE/GEO/ENV,F,spavy,Shelbi,Pavy,spavy@edu.uwaterloo.ca,23321477,,8
CIVE/GEO/ENV,F,srounce,Sande,Rounce,srounce@edu.uwaterloo.ca,66887831,,11
CIVE/GEO/ENV,F,tnuth,Timothee,Nuth,tnuth@edu.uwaterloo.ca,59571704,,12
CIVE/GEO/ENV,F,treihil,Tades,Reihill,treihil@edu.uwaterloo.ca,39159201,,13
CIVE/GEO/ENV,F,trosenb,Tim,Rosenboim,trosenb@edu.uwaterloo.ca,82091663,,14
CIVE/GEO/ENV,F,twincom,Terra,Wincom,twincom@edu.uwaterloo.ca,94373970,,15
CIVE/GEO/ENV,F,wnono,Weber,Nono,wnono@edu.uwaterloo.ca,92275627,,16
CIVE/GEO/ENV,F,ybecerr,Yule,Becerro,ybecerr@edu.uwaterloo.ca,31286200,,17
CIVE/GEO/ENV,M,aallins,Alys,Allinson,aallins@edu.uwaterloo.ca,28705437,,1
CIVE/GEO/ENV,M,aguest,Alexandr,Guest,aguest@edu.uwaterloo.ca,61334399,,2
CIVE/GEO/ENV,M,alochra,Aurilia,Lochran,alochra@edu.uwaterloo.ca,25417557,,3
CIVE/GEO/ENV,M,amance,Agosto,Mance,amance@edu.uwaterloo.ca,94803568,,4
CIVE/GEO/ENV,M,ameekin,Alexei,Meekins,ameekin@edu.uwaterloo.ca,60850783,,6
CIVE/GEO/ENV,M,amerrga,Archy,Merrgan,amerrga@edu.uwaterloo.ca,88350155,,7
CIVE/GEO/ENV,M,aoldey,Annissa,oldey,aoldey@edu.uwaterloo.ca,31912518,,8
CIVE/GEO/ENV,M,apoleyk,Aldon,Poleykett,apoleyk@edu.uwaterloo.ca,72165479,,11
CIVE/GEO/ENV,M,aroze,Aldon,Roze,aroze@edu.uwaterloo.ca,54206464,,12
CIVE/GEO/ENV,M,athorne,Aloise,Thorne,athorne@edu.uwaterloo.ca,65390809,,13
CIVE/GEO/ENV,M,babramo,Bruce,Abramow,babramo@edu.uwaterloo.ca,17121792,,14
CIVE/GEO/ENV,M,bbritne,Bartlett,Britnell,bbritne@edu.uwaterloo.ca,54391029,,15
CIVE/GEO/ENV,M,bcollop,Bradford,Collopy,bcollop@edu.uwaterloo.ca,43235172,,16
CIVE/GEO/ENV,M,bduding,Bambie,Duding,bduding@edu.uwaterloo.ca,17941197,,17
CIVE/GEO/ENV,M,bgibbes,Britt,Gibbeson,bgibbes@edu.uwaterloo.ca,12128273,,1
CIVE/GEO/ENV,M,bharlow,Bjorn,Harlowe,bharlow@edu.uwaterloo.ca,80775550,,2
CIVE/GEO/ENV,M,bharmer,Billy,Harmer,bharmer@edu.uwaterloo.ca,24657680,,3
CIVE/GEO/ENV,M,bivanyu,Burnaby,Ivanyushkin,bivanyu@edu.uwaterloo.ca,49961281,,4
CIVE/GEO/ENV,M,bleiden,Burnaby,Leiden,bleiden@edu.uwaterloo.ca,43305690,,6
CIVE/GEO/ENV,M,bmcloug,Bucky,McLoughlin,bmcloug@edu.uwaterloo.ca,53902207,,7
CIVE/GEO/ENV,M,bnuttey,Bengt,Nuttey,bnuttey@edu.uwaterloo.ca,69202563,,8
CIVE/GEO/ENV,M,bspirit,Brnaby,Spirit,bspirit@edu.uwaterloo.ca,43015259,,11
CIVE/GEO/ENV,M,bstille,Bambie,Stiller,bstille@edu.uwaterloo.ca,14779859,,12
CIVE/GEO/ENV,M,ccreyke,Cyril,Creyke,ccreyke@edu.uwaterloo.ca,71324043,,13
CIVE/GEO/ENV,M,cdarte,Car,Darte,cdarte@edu.uwaterloo.ca,22958989,,14
CIVE/GEO/ENV,M,ceble,Caryn,Eble,ceble@edu.uwaterloo.ca,56531786,,15
CIVE/GEO/ENV,M,cfishlo,Christabel,Fishlock,cfishlo@edu.uwaterloo.ca,92317219,,16
CIVE/GEO/ENV,M,cjovis,Curcio,Jovis,cjovis@edu.uwaterloo.ca,41798696,,17
CIVE/GEO/ENV,M,clongso,Catherin,Longson,clongso@edu.uwaterloo.ca,97030218,,1
CIVE/GEO/ENV,M,cmarton,Clarice,Martonfi,cmarton@edu.uwaterloo.ca,85031022,,2
CIVE/GEO/ENV,M,cquskla,Ced,Qusklay,cquskla@edu.uwaterloo.ca,73457051,,3
CIVE/GEO/ENV,M,csisse,Chrysa,Sisse,csisse@edu.uwaterloo.ca,54758954,,4
CIVE/GEO/ENV,M,cstamme,Celinda,Stammers,cstamme@edu.uwaterloo.ca,22773273,,6
CIVE/GEO/ENV,M,ctrunch,Carson,Trunchion,ctrunch@edu.uwaterloo.ca,12845422,,7
CIVE/GEO/ENV,M,dalexan,Dorey,Alexander,dalexan@edu.uwaterloo.ca,94867365,,8
CIVE/GEO/ENV,M,danan,Donella,Anan,danan@edu.uwaterloo.ca,37885869,,11
CIVE/GEO/ENV,M,dchrist,Delphine,Christophers,dchrist@edu.uwaterloo.ca,83384910,,12
CIVE/GEO/ENV,M,ddrisco,Dorie,Driscoll,ddrisco@edu.uwaterloo.ca,70016763,,13
CIVE/GEO/ENV,M,deversf,Dayna,Eversfield,deversf@edu.uwaterloo.ca,21520161,,14
CIVE/GEO/ENV,M,dfitche,Donal,Fitchell,dfitche@edu.uwaterloo.ca,58725441,,15
CIVE/GEO/ENV,M,dfowlds,Dian,Fowlds,dfowlds@edu.uwaterloo.ca,10330733,,16
CIVE/GEO/ENV,M,dnovace,Danna,Novacek,dnovace@edu.uwaterloo.ca,58507308,,17
CIVE/GEO/ENV,M,dolczak,Deina,Olczak,dolczak@edu.uwaterloo.ca,94234552,,1
CIVE/GEO/ENV,M,dsouthw,Donnamarie,Southwell,dsouthw@edu.uwaterloo.ca,95447952,,2
CIVE/GEO/ENV,M,edoggre,Elke,Doggrell,edoggre@edu.uwaterloo.ca,76978288,,3
CIVE/GEO/ENV,M,ejewks,Elise,Jewks,ejewks@edu.uwaterloo.ca,70113888,,4
CIVE/GEO/ENV,M,eklawi,Ely,Klawi,eklawi@edu.uwaterloo.ca,87604955,,6
CIVE/GEO/ENV,M,elarcom,Elyn,Larcombe,elarcom@edu.uwaterloo.ca,25940345,,7
CIVE/GEO/ENV,M,elivesa,Edward,Livesay,elivesa@edu.uwaterloo.ca,42092923,,8
CIVE/GEO/ENV,M,elought,Emelina,Loughton,elought@edu.uwaterloo.ca,85039133,,11
CIVE/GEO/ENV,M,eprout,Euell,Prout,eprout@edu.uwaterloo.ca,86636362,,12
CIVE/GEO/ENV,M,esever,Elliott,Sever,esever@edu.uwaterloo.ca,78533076,,13
CIVE/GEO/ENV,M,esilby,Eva,Silby,esilby@edu.uwaterloo.ca,63979373,,14
CIVE/GEO/ENV,M,fbehnin,Fleurette,Behninck,fbehnin@edu.uwaterloo.ca,70813315,,15
CIVE/GEO/ENV,M,fchaffe,Fawn,Chaffer,fchaffe@edu.uwaterloo.ca,57571577,,16
CIVE/GEO/ENV,M,fhanmor,Farlay,Hanmore,fhanmor@edu.uwaterloo.ca,26586931,,17
CIVE/GEO/ENV,M,fkippin,Franciskus,Kipping,fkippin@edu.uwaterloo.ca,67776860,,1
CIVE/GEO/ENV,M,fstruij,Fanchette,Struijs,fstruij@edu.uwaterloo.ca,69558421,,2
CIVE/GEO/ENV,M,fwilste,Floyd,Wilstead,fwilste@edu.uwaterloo.ca,55593934,,3
CIVE/GEO/ENV,M,gdomnin,Galina,Domniney,gdomnin@edu.uwaterloo.ca,40949499,,4
CIVE/GEO/ENV,M,gkinnar,Garwin,Kinnar,gkinnar@edu.uwaterloo.ca,24073547,,6
CIVE/GEO/ENV,M,gtedahl,Gabriell,Tedahl,gtedahl@edu.uwaterloo.ca,33157133,,7
CIVE/GEO/ENV,M,hbacksh,Hector,Backshell,hbacksh@edu.uwaterloo.ca,58231381,,8
CIVE/GEO/ENV,M,helton,Hestia,Elton,helton@edu.uwaterloo.ca,14611470,,11
CIVE/GEO/ENV,M,hfadden,Halimeda,Fadden,hfadden@edu.uwaterloo.ca,60758975,,12
CIVE/GEO/ENV,M,hfranzo,Haslett,Franzolini,hfranzo@edu.uwaterloo.ca,98928217,,13
CIVE/GEO/ENV,M,hmanhar,Heath,Manhare,hmanhar@edu.uwaterloo.ca,63537038,,14
CIVE/GEO/ENV,M,hmatthi,Hermie,Matthiesen,hmatthi@edu.uwaterloo.ca,52713300,,15
CIVE/GEO/ENV,M,hrogez,Holden,Rogez,hrogez@edu.uwaterloo.ca,22277029,,16
CIVE/GEO/ENV,M,ibarbey,Iago,Barbey,ibarbey@edu.uwaterloo.ca,29385464,,17
CIVE/GEO/ENV,M,igrombr,Ira,Grombridge,igrombr@edu.uwaterloo.ca,51674107,,1
CIVE/GEO/ENV,M,iholbor,Isadore,Holborn,iholbor@edu.uwaterloo.ca,71114786,,2
CIVE/GEO/ENV,M,iskippo,Inge,Skippon,iskippo@edu.uwaterloo.ca,76733986,,3
CIVE/GEO/ENV,M,jbeckso,Julian,Beckson,jbeckso@edu.uwaterloo.ca,85355108,,4
CIVE/GEO/ENV,M,jblasch,Jacquette,Blaschek,jblasch@edu.uwaterloo.ca,86650819,,6
CIVE/GEO/ENV,M,jcaunte,Jessy,Caunter,jcaunte@edu.uwaterloo.ca,65158588,,7
CIVE/GEO/ENV,M,ji'anso,Jeannette,I'anson,ji'anso@edu.uwaterloo.ca,29374040,,8
CIVE/GEO/ENV,M,jkindre,Jaime,Kindread,jkindre@edu.uwaterloo.ca,34114555,,11
CIVE/GEO/ENV,M,jlippit,Jason,Lippitt,jlippit@edu.uwaterloo.ca,74164544,,12
CIVE/GEO/ENV,M,jnelle,Jacquetta,Nelle,jnelle@edu.uwaterloo.ca,66070924,,13
CIVE/GEO/ENV,M,jruppre,Jorie,Rupprecht,jruppre@edu.uwaterloo.ca,11465234,,14
CIVE/GEO/ENV,M,jsmiley,Jammal,Smiley,jsmiley@edu.uwaterloo.ca,60810281,,15
CIVE/GEO/ENV,M,jsperri,Jordana,Sperring,jsperri@edu.uwaterloo.ca,63207264,,16
CIVE/GEO/ENV,M,jyvens,Janeczka,Yvens,jyvens@edu.uwaterloo.ca,58209949,,17
CIVE/GEO/ENV,M,kbelitz,Karisa,Belitz,kbelitz@edu.uwaterloo.ca,83656761,,1
CIVE/GEO/ENV,M,kboard,Kimmie,Board,kboard@edu.uwaterloo.ca,45725471,,2
CIVE/GEO/ENV,M,kdemaid,Kendricks,Demaid,kdemaid@edu.uwaterloo.ca,82316625,,3
CIVE/GEO/ENV,M,kledwar,Kennett,Ledward,kledwar@edu.uwaterloo.ca,79573560,,4
CIVE/GEO/ENV,M,krennic,Kenn,Rennick,krennic@edu.uwaterloo.ca,64876803,,6
CIVE/GEO/ENV,M,ksherra,Kordula,Sherrard,ksherra@edu.uwaterloo.ca,41350260,,7
CIVE/GEO/ENV,M,ksimece,Kirsten,Simecek,ksimece@edu.uwaterloo.ca,65055552,,8
CIVE/GEO/ENV,M,lbleckl,Lovell,Bleckly,lbleckl@edu.uwaterloo.ca,90319408,,11
CIVE/GEO/ENV,M,lcox,Leta,Cox,lcox@edu.uwaterloo.ca,39374223,,12
CIVE/GEO/ENV,M,lgaine,Lloyd,Gaine,lgaine@edu.uwaterloo.ca,60583624,,13
CIVE/GEO/ENV,M,lscorah,Lind,Scorah,lscorah@edu.uwaterloo.ca,28053155,,14
CIVE/GEO/ENV,M,mbeany,Matthaeus,Beany,mbeany@edu.uwaterloo.ca,57561452,,15
CIVE/GEO/ENV,M,mciccot,Marcel,Ciccotto,mciccot@edu.uwaterloo.ca,72357377,,16
CIVE/GEO/ENV,M,mde cle,Merola,de Clerk,mde cle@edu.uwaterloo.ca,49397968,,17
CIVE/GEO/ENV,M,mdesort,Mel,Desorts,mdesort@edu.uwaterloo.ca,89945588,,1
CIVE/GEO/ENV,M,mdo,Marilyn,Do,mdo@edu.uwaterloo.ca,17950040,,2
CIVE/GEO/ENV,M,mdumbar,Mindy,Dumbarton,mdumbar@edu.uwaterloo.ca,65629662,,3
CIVE/GEO/ENV,M,mfearby,Mira,Fearby,mfearby@edu.uwaterloo.ca,17814777,,4
CIVE/GEO/ENV,M,mgartan,Margareta,Gartan,mgartan@edu.uwaterloo.ca,64160653,,6
CIVE/GEO/ENV,M,mpryn,Maddie,Pryn,mpryn@edu.uwaterloo.ca,53363062,,7
CIVE/GEO/ENV,M,msabate,Marcy,Sabates,msabate@edu.uwaterloo.ca,13640547,,8
CIVE/GEO/ENV,M,mstollw,Minette,Stollwerck,mstollw@edu.uwaterloo.ca,21422744,,11
CIVE/GEO/ENV,M,ncarden,Nicola,Cardenosa,ncarden@edu.uwaterloo.ca,71999957,,12
CIVE/GEO/ENV,M,ncasass,Nissa,Casassa,ncasass@edu.uwaterloo.ca,50445274,,13
CIVE/GEO/ENV,M,ngentil,Nadya,Gentile,ngentil@edu.uwaterloo.ca,93750712,,14
CIVE/GEO/ENV,M,njenton,Nelli,Jenton,njenton@edu.uwaterloo.ca,74797508,,15
CIVE/GEO/ENV,M,pbembri,Petronille,Bembrick,pbembri@edu.uwaterloo.ca,11583718,,16
CIVE/GEO/ENV,M,pcomell,Payton,Comellini,pcomell@edu.uwaterloo.ca,99543498,,17
CIVE/GEO/ENV,M,pkeerl,Paddy,Keerl,pkeerl@edu.uwaterloo.ca,70298467,,1
CIVE/GEO/ENV,M,plinsco,Powell,Linscott,plinsco@edu.uwaterloo.ca,60213884,,2
CIVE/GEO/ENV,M,pmalby,Pauly,Malby,pmalby@edu.uwaterloo.ca,77542572,,3
CIVE/GEO/ENV,M,pnewart,Prentiss,Newart,pnewart@edu.uwaterloo.ca,17230826,,4
CIVE/GEO/ENV,M,rdrinka,Rodney,Drinkale,rdrinka@edu.uwaterloo.ca,12513480,,6
CIVE/GEO/ENV,M,rgrimm,Rriocard,Grimm,rgrimm@edu.uwaterloo.ca,41271450,,7
CIVE/GEO/ENV,M,rliberm,Roderigo,Libermore,rliberm@edu.uwaterloo.ca,58444899,,8
CIVE/GEO/ENV,M,rnickle,Renelle,Nickless,rnickle@edu.uwaterloo.ca,57465210,,11
CIVE/GEO/ENV,M,sbradno,Sandy,Bradnock,sbradno@edu.uwaterloo.ca,12443619,,12
CIVE/GEO/ENV,M,sdacks,Svend,Dacks,sdacks@edu.uwaterloo.ca,56416026,,13
CIVE/GEO/ENV,M,sdeepro,Shell,Deeprose,sdeepro@edu.uwaterloo.ca,53190067,,14
CIVE/GEO/ENV,M,sdesort,Sybila,Desorts,sdesort@edu.uwaterloo.ca,77058160,,15
CIVE/GEO/ENV,M,sfirmin,Stillmann,Firmin,sfirmin@edu.uwaterloo.ca,80317415,,16
CIVE/GEO/ENV,M,sminist,Selma,Minister,sminist@edu.uwaterloo.ca,38784244,,17
CIVE/GEO/ENV,M,streske,Sigfrid,Treske,streske@edu.uwaterloo.ca,85378939,,1
CIVE/GEO/ENV,M,swasbro,Shandee,Wasbrough,swasbro@edu.uwaterloo.ca,98301888,,2
CIVE/GEO/ENV,M,tcawdel,Tedi,Cawdell,tcawdel@edu.uwaterloo.ca,40847707,,3
CIVE/GEO/ENV,M,tduerde,Tildie,Duerden,tduerde@edu.uwaterloo.ca,34819180,,4
CIVE/GEO/ENV,M,telves,Thaxter,Elves,telves@edu.uwaterloo.ca,20251939,,6
CIVE/GEO/ENV,M,tkeizma,Thia,Keizman,tkeizma@edu.uwaterloo.ca,99807245,,7
CIVE/GEO/ENV,M,tlivers,Tracy,Liversage,tlivers@edu.uwaterloo.ca,54110135,,8
CIVE/GEO/ENV,M,tmaywar,Tirrell,Mayward,tmaywar@edu.uwaterloo.ca,17986025,,11
CIVE/GEO/ENV,M,tphilip,Tania,Philips,tphilip@edu.uwaterloo.ca,21208981,,12
CIVE/GEO/ENV,M,ufansha,Ursulina,Fanshawe,ufansha@edu.uwaterloo.ca,26182067,,13
CIVE/GEO/ENV,M,vbacchu,Vera,Bacchus,vbacchu@edu.uwaterloo.ca,29819881,,14
CIVE/GEO/ENV,M,vjoan,Vito,Joan,vjoan@edu.uwaterloo.ca,89482522,,15
CIVE/GEO/ENV,M,vnasi,Vernon,Nasi,vnasi@edu.uwaterloo.ca,46420543,,16
CIVE/GEO/ENV,M,vpayton,Valle,Payton,vpayton@edu.uwaterloo.ca,28880533,,17
CIVE/GEO/ENV,M,vvan de,Vernice,Van de Castele,vvan de@edu.uwaterloo.ca,28958179,,1
CIVE/GEO/ENV,M,wadamek,Wright,Adamek,wadamek@edu.uwaterloo.ca,99162856,,2
CIVE/GEO/ENV,M,wdhenni,Waylan,Dhennin,wdhenni@edu.uwaterloo.ca,63054426,,3
CIVE/GEO/ENV,M,woddey,Wolfgang,Oddey,woddey@edu.uwaterloo.ca,72433002,,4
CIVE/GEO/ENV,M,yarguil,Yorgo,Arguile,yarguil@edu.uwaterloo.ca,47065603,,6
CIVE/GEO/ENV,M,ycheeta,Yance,Cheetam,ycheeta@edu.uwaterloo.ca,73659548,,7
CIVE/GEO/ENV,M,ysexon,Yovonnda,Sexon,ysexon@edu.uwaterloo.ca,41973135,,8
CIVE/GEO/ENV,M,zbrigna,Zandra,Brignall,zbrigna@edu.uwaterloo.ca,16447839,,11
COMP/ECE,F,abason,Anya,Bason,abason@edu.uwaterloo.ca,24633694,,1
COMP/ECE,F,abrabin,Asia,Brabin,abrabin@edu.uwaterloo.ca,61987364,,2
COMP/ECE,F,abridge,Angela,Bridgement,abridge@edu.uwaterloo.ca,12577211,,3
COMP/ECE,F,aconsta,Amerigo,Constance,aconsta@edu.uwaterloo.ca,74323878,,4
COMP/ECE,F,acops,Astrix,Cops,acops@edu.uwaterloo.ca,50467935,,5
COMP/ECE,F,adi pie,Alina,Di Pietro,adi pie@edu.uwaterloo.ca,60915024,,6
